series_id,year,period,month_num,obs_date,cpi_value,footnote_codes
"CUSR0000SA0      ",2024,M05,5,2024-05-01,313.140,NULL
"CUSR0000SA0      ",2024,M06,6,2024-06-01,313.131,NULL
"CUSR0000SA0      ",2024,M07,7,2024-07-01,313.566,NULL
"CUSR0000SA0      ",2024,M08,8,2024-08-01,314.131,NULL
"CUSR0000SA0      ",2024,M09,9,2024-09-01,314.851,NULL
"CUSR0000SA0      ",2024,M10,10,2024-10-01,315.564,NULL
"CUSR0000SA0      ",2024,M11,11,2024-11-01,316.449,NULL
"CUSR0000SA0      ",2024,M12,12,2024-12-01,317.603,NULL
"CUSR0000SA0      ",2025,M01,1,2025-01-01,319.086,NULL
"CUSR0000SA0      ",2025,M02,2,2025-02-01,319.775,NULL
"CUSR0000SA0      ",2025,M03,3,2025-03-01,319.615,NULL
"CUSR0000SA0      ",2025,M04,4,2025-04-01,320.321,NULL
"CUSR0000SA0      ",2025,M05,5,2025-05-01,320.580,NULL
"CUSR0000SA0      ",2025,M06,6,2025-06-01,321.500,NULL
"CUSR0000SA0      ",2025,M07,7,2025-07-01,322.132,NULL
"CUSR0000SA0      ",2025,M08,8,2025-08-01,323.364,NULL
"CUSR0000SA0      ",2025,M09,9,2025-09-01,324.368,NULL
"CUSR0000SAA      ",1947,M01,1,1947-01-01,38.400,NULL
"CUSR0000SAA      ",1947,M02,2,1947-02-01,38.800,NULL
"CUSR0000SAA      ",1947,M03,3,1947-03-01,39.400,NULL
"CUSR0000SAA      ",1947,M04,4,1947-04-01,39.700,NULL
"CUSR0000SAA      ",1947,M05,5,1947-05-01,39.800,NULL
"CUSR0000SAA      ",1947,M06,6,1947-06-01,40.000,NULL
"CUSR0000SAA      ",1947,M07,7,1947-07-01,40.000,NULL
"CUSR0000SAA      ",1947,M08,8,1947-08-01,40.100,NULL
"CUSR0000SAA      ",1947,M09,9,1947-09-01,40.200,NULL
"CUSR0000SAA      ",1947,M10,10,1947-10-01,40.400,NULL
"CUSR0000SAA      ",1947,M11,11,1947-11-01,40.600,NULL
"CUSR0000SAA      ",1947,M12,12,1947-12-01,41.000,NULL
"CUSR0000SAA      ",1948,M01,1,1948-01-01,41.300,NULL
"CUSR0000SAA      ",1948,M02,2,1948-02-01,41.800,NULL
"CUSR0000SAA      ",1948,M03,3,1948-03-01,42.000,NULL
"CUSR0000SAA      ",1948,M04,4,1948-04-01,42.100,NULL
"CUSR0000SAA      ",1948,M05,5,1948-05-01,42.500,NULL
"CUSR0000SAA      ",1948,M06,6,1948-06-01,42.400,NULL
"CUSR0000SAA      ",1948,M07,7,1948-07-01,42.700,NULL
"CUSR0000SAA      ",1948,M08,8,1948-08-01,43.100,NULL
"CUSR0000SAA      ",1948,M09,9,1948-09-01,43.100,NULL
"CUSR0000SAA      ",1948,M10,10,1948-10-01,43.100,NULL
"CUSR0000SAA      ",1948,M11,11,1948-11-01,43.000,NULL
"CUSR0000SAA      ",1948,M12,12,1948-12-01,43.000,NULL
"CUSR0000SAA      ",1949,M01,1,1949-01-01,42.200,NULL
"CUSR0000SAA      ",1949,M02,2,1949-02-01,41.800,NULL
"CUSR0000SAA      ",1949,M03,3,1949-03-01,41.600,NULL
"CUSR0000SAA      ",1949,M04,4,1949-04-01,41.300,NULL
"CUSR0000SAA      ",1949,M05,5,1949-05-01,41.100,NULL
"CUSR0000SAA      ",1949,M06,6,1949-06-01,41.000,NULL
"CUSR0000SAA      ",1949,M07,7,1949-07-01,40.800,NULL
"CUSR0000SAA      ",1949,M08,8,1949-08-01,40.500,NULL
"CUSR0000SAA      ",1949,M09,9,1949-09-01,40.200,NULL
"CUSR0000SAA      ",1949,M10,10,1949-10-01,39.900,NULL
"CUSR0000SAA      ",1949,M11,11,1949-11-01,39.800,NULL
"CUSR0000SAA      ",1949,M12,12,1949-12-01,39.800,NULL
"CUSR0000SAA      ",1950,M01,1,1950-01-01,39.700,NULL
"CUSR0000SAA      ",1950,M02,2,1950-02-01,39.700,NULL
"CUSR0000SAA      ",1950,M03,3,1950-03-01,39.700,NULL
"CUSR0000SAA      ",1950,M04,4,1950-04-01,39.700,NULL
"CUSR0000SAA      ",1950,M05,5,1950-05-01,39.700,NULL
"CUSR0000SAA      ",1950,M06,6,1950-06-01,39.700,NULL
"CUSR0000SAA      ",1950,M07,7,1950-07-01,39.900,NULL
"CUSR0000SAA      ",1950,M08,8,1950-08-01,40.100,NULL
"CUSR0000SAA      ",1950,M09,9,1950-09-01,40.600,NULL
"CUSR0000SAA      ",1950,M10,10,1950-10-01,41.200,NULL
"CUSR0000SAA      ",1950,M11,11,1950-11-01,41.500,NULL
"CUSR0000SAA      ",1950,M12,12,1950-12-01,41.900,NULL
"CUSR0000SAA      ",1951,M01,1,1951-01-01,42.600,NULL
"CUSR0000SAA      ",1951,M02,2,1951-02-01,43.300,NULL
"CUSR0000SAA      ",1951,M03,3,1951-03-01,43.500,NULL
"CUSR0000SAA      ",1951,M04,4,1951-04-01,43.800,NULL
"CUSR0000SAA      ",1951,M05,5,1951-05-01,43.900,NULL
"CUSR0000SAA      ",1951,M06,6,1951-06-01,43.900,NULL
"CUSR0000SAA      ",1951,M07,7,1951-07-01,44.000,NULL
